ncppb_number	current_name_raw	canonical_name	name_as_received	alternative_names	expected_genus	expected_taxid	host	country	other_references_raw	catalogue_url	source_snapshot_sha256	record_html_start	record_html_end
NCPPB 3660	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri		Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas		Phaseolus vulgaris	Brazil	The donor reference is ISBF 253	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3660		2088069	2091307
NCPPB 3661	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola		Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978	Xanthomonas		Prunus sp.	Brazil	The donor reference is ISBF 443	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3661		2091307	2094250
NCPPB 3662	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas campestris pv. ricini (Yoshi & T akimoto 1928) Dye 1978	Xanthomonas campestris pv. ricini (Yoshi & T akimoto 1928) Dye 1978	Xanthomonas		Ricinus communis	Brazil	"The donor reference is ISBF 159
This isolate is also in the collections; ICMP 7462"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3662		2094250	2097820
NCPPB 3663	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas		Lactuca sativa		The donor reference is ISBF 473	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3663		2097820	2100830
NCPPB 3705	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939		Xanthomonas		Brassica oleracea var. capitata	Norway	This isolate was isolated by A. Sletten 80-27	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3705		2100830	2103848
NCPPB 3706	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum	Xanthomonas campestris pv. pelargonii	Xanthomonas campestris pv. pelargonii (Brown 1923) Dye 1978	Xanthomonas		Pelargonium x hortorum	Norway	This isolate was isolated by A. Sletten 85-37	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3706		2103848	2107337
NCPPB 3709	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas		Lolium perenne	Norway	This isolate was isolated by A. Sletten 78-37	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3709		2107337	2110972
NCPPB 3711	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas		Phalaris arundinacea	Norway	This isolate was isolated by A. Sletten 78-41	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3711		2110972	2114606
NCPPB 3712	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas		Phleum pratense	Norway	This isolate was isolated by A. Sletten 78-44	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3712		2114606	2117841
NCPPB 3713	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas		Agropyron repens	Norway	This isolate was isolated by A. Sletten 78-46	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3713		2117841	2121451
NCPPB 3714	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas		Phleum pratense	Norway	This isolate was isolated by A. Sletten 78-47	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3714		2121451	2124686
NCPPB 3716	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas		Phleum pratense	Norway	This isolate was isolated by A. Sletten 80-9	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3716		2124686	2127920
NCPPB 3717	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas		Phleum pratense	Norway	This isolate was isolated by A. Sletten 80-10	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3717		2127920	2131155
NCPPB 3718	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas		Phleum pratense	Norway	This isolate was isolated by A. Sletten 80-18	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3718		2131155	2134390
NCPPB 3719	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas		Phleum pratense	Norway	This isolate was isolated by A. Sletten 80-23	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3719		2134390	2137625
NCPPB 3720	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas		Phleum pratense	Norway	This isolate was isolated by A. Sletten 87-16	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3720		2137625	2140860
NCPPB 3722	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas begoniae Takimoto 1934	Xanthomonas campestris pv. begoniae (Takimoto 1934) Dye 1978	Xanthomonas		Begonia x 'Hiemalis'	Norway	This isolate was isolated by A. Sletten 84-20	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3722		2140860	2144105
NCPPB 3742	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas		Citrus limon	Argentina	"The donor reference is IBSBF 392
The source of this isolate was ex D. Zagoty XC-8"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3742		2144105	2147776
NCPPB 3743	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae	Xanthomonas fragariae Kennedy and King 1962		Xanthomonas		Fragaria hybrid cv. Campinas	Brazil	This isolate was isolated by J.R. Neto IBSBF 90	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3743		2147776	2150875
NCPPB 3744	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola		Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978	Xanthomonas		Prunus persica	Brazil	"This isolate is also in the collections; ICMP 7492
This isolate was isolated by J.R. Neto IBSBF 341"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3744		2150875	2153894
NCPPB 3753	Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas campestris			Xanthomonas		Cannabis sativa L. Hemp.	Japan (Tochigi)	"This isolate is also in the collections; ICMP 9854
This isolate was isolated by Y. Takiwawa XCN 8201 (546)"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3753		2153894	2156662
NCPPB 3754	Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas campestris			Xanthomonas		Cannabis sativa L. Hemp.	Japan (Tochigi)	"This isolate is also in the collections; ICMP 9857
This isolate was isolated by Y. Takiwawa XCN 8203 (548)"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3754		2156662	2159430
NCPPB 3758	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas campestris pv. cyamopsidis (Patel et al.1953) Dye 1978	Xanthomonas campestris pv. cyamopsidis (Patel et al.1953) Dye 1978	Xanthomonas		Cyamopsis tetragonolobus	Brazil	"The donor reference is IBSBF 771
The source of this isolate was ex I.M.G. Almeida"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3758		2159430	2162769
NCPPB 3759	Xanthomonas euvesicatoria pv. obscurae (Chand & Singh 1994) Harrison et al. 2023	Xanthomonas euvesicatoria			Xanthomonas		Ipomea obscura	India	"This isolate is also in the collections; ICMP 12547
This isolate was isolated by R. Chand 1"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3759		2162769	2165637
NCPPB 3761	Xanthomonas sp. Dowson 1939	Xanthomonas sp		Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas		Pisum sativum	India	This isolate was isolated by R. Chand 4	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3761		2165637	2168833
NCPPB 3776	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola	Xanthomonas campestris pv. corylina	Xanthomonas campestris pv. corylina (Miller et al. 1940) Dye 1978	Xanthomonas			Italy	This isolate was isolated by D.E. Stead	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3776		2168833	2172103
NCPPB 3786	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978		Xanthomonas		Solanum lycopersicum	Ukraine	"The donor reference is 9
This isolate was isolated by ex K.I. Beltyukova 9"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3786		2172103	2174897
NCPPB 3795	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria			Xanthomonas		Ficus microcarpa var. hillii (Weeping Fig)	Australia	"This isolate is also in the collections; ICMP 11060
This isolate was isolated by J. Duff 19207"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3795		2174897	2177450
NCPPB 3796	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria			Xanthomonas		Ficus sp. (as F. oinkenowenensis)	Australia	"This isolate is also in the collections; ICMP 11059
This isolate was isolated by J. Duff 19206"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3796		2177450	2179994
NCPPB 3797	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria			Xanthomonas		Ficus sp. (as F. oinkenowenensis)	UK	This isolate was isolated by J.E. Sellwood A5125/	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3797		2179994	2182715
NCPPB 3799	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas		Citrus (Lime)	Thailand	This isolate was isolated by J.E. Sellwood A5128/1	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3799		2182715	2186257
NCPPB 3800	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978		Xanthomonas		Solanum lycopersicum	India	The donor reference is 13	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3800		2186257	2188996
NCPPB 3801	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978		Xanthomonas		Solanum lycopersicum	India	The donor reference is 14	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3801		2188996	2191735
NCPPB 3829	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas		Phleum pratensis	Norway	This isolate was isolated by A. Sletten 78-38	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3829		2191735	2195207
NCPPB 3830	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas		Phleum pratensis	Norway	This isolate was isolated by A. Sletten 80-20	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3830		2195207	2198679
NCPPB 3831	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas		Phleum pratensis	Norway	This isolate was isolated by A. Sletten 80-22	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3831		2198679	2202151
NCPPB 3832	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas		Citrus (Sweet Orange)	Zimbabwe	This isolate was isolated by J.E. Sellwood A6340	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3832		2202151	2205698
NCPPB 3870	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola	Xanthomonas campestris pv. corylina	Xanthomonas campestris pv. corylina (Miller et al. 1940) Dye 1978	Xanthomonas		Corylus avellana	Italy	This isolate was isolated by M Scortichini ISPAVE-B-018	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3870		2205698	2208966
NCPPB 3875	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola	Xanthomonas campestris pv. corylina	Xanthomonas campestris pv. corylina (Miller et al. 1940) Dye 1978	Xanthomonas		Corylus avellana	Italy	This isolate was isolated by M Scortichini ISPAVE-B- 016	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3875		2208966	2212235
NCPPB 3876	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola	Xanthomonas campestris pv. corylina	Xanthomonas campestris pv. corylina (Miller et al. 1940) Dye 1978	Xanthomonas		Corylus avellana	Italy	This isolate was isolated by M Scortichini ISPAVE-B-017	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3876		2212235	2215503
NCPPB 3877	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola		Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978	Xanthomonas		Prunus salicina cv. Simka	Italy	This isolate was isolated by M Scortichini ISPAVE-B-004	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3877		2215503	2218484
NCPPB 3878	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola		Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978	Xanthomonas		Prunus salicina cv. Black Diamond	Italy	This isolate was isolated by M Scortichini ISPAVE-B-006	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3878		2218484	2221473
NCPPB 3880	Pseudomonas syringae pv. pisi (Sacket 1916) Young, Dye & Wilkie 1978	Pseudomonas syringae		Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978	Pseudomonas		Pisum sativum	UK	The donor reference is A5922	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3880		2221473	2224670
NCPPB 3883	Xanthomonas sp. Dowson 1939	Xanthomonas sp		Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas		Crambe abyssinica	USA	"This isolate was isolated by J.D. Mihail 90-101
The source of this isolate was ex C.N. Hodge"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3883		2224670	2227650
NCPPB 3884	Xanthomonas sp. Dowson 1939	Xanthomonas sp		Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas		Crambe abyssinica	USA	"This isolate was isolated by J.D. Mihail 90-101
The source of this isolate was ex C.N. Hodge"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3884		2227650	2230630
NCPPB 3885	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas		Vigna unguiculata	India	This isolate was isolated by R. Chand BHV RCI	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3885		2230630	2233921
NCPPB 3886	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria			Xanthomonas		Ficus religiosa	India	This isolate was isolated by R. Chand RC2A	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3886		2233921	2236387
NCPPB 3887	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria			Xanthomonas		Ficus religiosa	India	This isolate was isolated by R. Chand RC2B	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3887		2236387	2238853
NCPPB 3888	Xanthomonas campestris pv. parthenii Chand et al. 1995	Xanthomonas campestris			Xanthomonas		Parthenium hysterophorus	India	"This isolate is also in the collections; ICMP 12476
This isolate was isolated by R. Chand RC4B"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3888		2238853	2241370
NCPPB 3890	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939		Xanthomonas			Malta	This isolate was isolated by A. Aspin A6220	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3890		2241370	2243898
NCPPB 3925	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas				The donor reference is RCCP	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3925		2243898	2246713
NCPPB 3926	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas				The donor reference is RCIPO	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3926		2246713	2249529
NCPPB 3927	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939		Xanthomonas		Brassica napus var. olerfera	Brazil	"The donor reference is IBSBF 1080
This isolate was isolated by ex V.A. Malarotta Jr.
The source of this isolate was ex IBSBF"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3927		2249529	2252394
NCPPB 3931	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas		Lactuca sativa	UK	This isolate was isolated by J.E. Sellwood & J.K. Wilson A6520/1	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3931		2252394	2255655
NCPPB 3932	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas		Lactuca sativa	UK	This isolate was isolated by J.E. Sellwood & J.K. Wilson A5420/2	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3932		2255655	2258916
NCPPB 3942	Xanthomonas sp. Dowson 1939	Xanthomonas sp		Xanthomonas campestris	Xanthomonas		Allium cepa	Barbados	This isolate was isolated by L. O'Garro W4	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3942		2258916	2262124
NCPPB 3943	Xanthomonas sp. Dowson 1939	Xanthomonas sp		Xanthomonas campestris	Xanthomonas		Allium cepa	Barbados	This isolate was isolated by L. O'Garro G6	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3943		2262124	2265332
NCPPB 3944	Xanthomonas sp. Dowson 1939	Xanthomonas sp		Xanthomonas campestris	Xanthomonas		Allium cepa	Barbados	This isolate was isolated by L. O'Garro Fr 58B	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3944		2265332	2268217
NCPPB 3947	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri		Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978	Xanthomonas		Glycine max	Brunei	"The donor reference is IMI B9313
This isolate was isolated by J.Bradbury"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3947		2268217	2271221
NCPPB 3948	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas campestris pv. poinsettiicola (Patel et al. 1951) Dye 1978	Xanthomonas campestris pv. poinsettiicola (Patel et al. 1951) Dye 1978	Xanthomonas		Euphorbia cyathophora	Australia	"The donor reference is IMI B9336
This isolate was isolated by J.Bradbury"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3948		2271221	2274564
NCPPB 3949	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas oryzae	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas campestris pv. oryzicola (Fang et al. 1957) Dye 1978	Xanthomonas		Oryza sativa	Malaysia	"The donor reference is IMI B11542
This isolate was isolated by J.Bradbury"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3949		2274564	2277880
NCPPB 3950	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola	Xanthomonas campestris pv. corylina	Xanthomonas campestris pv. corylina (Miller et al. 1940) Dye 1978	Xanthomonas		Corylus avellana	Chile	"The donor reference is IMI B11688
This isolate was isolated by J.Bradbury"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3950		2277880	2281472
NCPPB 3951	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae	Xanthomonas campestris pv. oryzae(Ishiyama 1922) Dye 1978	Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978	Xanthomonas		Oryza sativa	Malaysia	"The donor reference is IMI B9658
This isolate was isolated by J.Bradbury"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3951		2281472	2284761
NCPPB 3953	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens	Xanthomonas campestris	Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978	Xanthomonas		Triticum aestivum	Zambia	"The donor reference is IMI B9124
This isolate was isolated by J.Bradbury"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3953		2284761	2288037
NCPPB 3954	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978		Xanthomonas		Solanum lycopersicum	Trinidad & Tobago	"The donor reference is IMI B11393
This isolate was isolated by J.Bradbury"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3954		2288037	2290840
NCPPB 3955	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	Xanthomonas translucens	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	Xanthomonas campestris pv. undulosa (Smith et al. 1919) Dye 1978	Xanthomonas		Triticum aestivum	Zambia	"The donor reference is IMI B11426
This isolate was isolated by J.Bradbury"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3955		2290840	2294173
NCPPB 3956	Xanthomonas sp. Dowson 1939	Xanthomonas sp	Xanthomonas campestris pv undetermined	Xanthomonas campestris	Xanthomonas		Triticum aestivum (Bread Wheat)	Pakistan	"The donor reference is IMI B11680b
This isolate was isolated by J. Bradbury"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3956		2294173	2297654
NCPPB 3957	Xanthomonas sp. Dowson 1939	Xanthomonas sp	Xanthomonas campestris pv undetermined	Xanthomonas campestris	Xanthomonas		Hordeum vulgare	Zambia	"The donor reference is IMI B11059
This isolate was isolated by J.Bradbury"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3957		2297654	2301158
NCPPB 3959	Xanthomonas sp. Dowson 1939	Xanthomonas sp	Xanthomonas campestris pv undetermined	Xanthomonas campestris	Xanthomonas		Persea americana	New Zealand	"The donor reference is IMI B102166
This isolate was isolated by J.Bradbury"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3959		2301158	2304666
NCPPB 3960	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum	Xanthomonas campestris pv. pelargonii	Xanthomonas campestris pv. pelargonii (Brown 1923) Dye 1978	Xanthomonas		Pelargonium sp.	UK	This isolate was isolated by A. Aspin CSL962462	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3960		2304666	2307910
NCPPB 4013	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas campestris	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995		Xanthomonas		Asclepias syriaca	USA	"The donor reference is 6
This isolate is also in the collections; ICMP 10007"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4013		2307910	2310703
NCPPB 4014	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas campestris	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995		Xanthomonas		Asclepias syriaca	USA	The donor reference is SB-K	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4014		2310703	2313442
NCPPB 4015	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas campestris	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995		Xanthomonas		Asclepias syriaca	USA	The donor reference is M-9	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4015		2313442	2316180
