ncppb_number	ncppb_current_name	biosample_accession	evidence_status	bioproject_accession	project_role	project_sources	project_title	use_for_sequence_provenance	review_required	source_url
NCPPB 4590	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN47254572	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4590	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN47254572	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4594	Xanthomonas sp. Dowson 1939	SAMN56511377	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4600	Xanthomonas nasturtii Vicente et al. 2017	SAMN04922375	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4600	Xanthomonas nasturtii Vicente et al. 2017	SAMN04922375	confirmed	PRJNA320159	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas nasturtii strain:WHRI 8853 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA320159
NCPPB 4600	Xanthomonas nasturtii Vicente et al. 2017	SAMN04922375	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4600	Xanthomonas nasturtii Vicente et al. 2017	SAMN27412262	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4600	Xanthomonas nasturtii Vicente et al. 2017	SAMN27412262	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4600	Xanthomonas nasturtii Vicente et al. 2017	SAMN27412262	confirmed	PRJNA982082	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas nasturtii	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA982082
NCPPB 4601	Xanthomonas floridensis Vicente et al. 2017	SAMN04922374	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4601	Xanthomonas floridensis Vicente et al. 2017	SAMN04922374	confirmed	PRJNA320158	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas floridensis strain:WHRI 8848 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA320158
NCPPB 4601	Xanthomonas floridensis Vicente et al. 2017	SAMN04922374	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4601	Xanthomonas floridensis Vicente et al. 2017	SAMN36318506	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4601	Xanthomonas floridensis Vicente et al. 2017	SAMN36318506	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4601	Xanthomonas floridensis Vicente et al. 2017	SAMN36318506	confirmed	PRJNA991923	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas floridensis	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA991923
NCPPB 4613	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357967	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4613	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357967	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4613	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357967	confirmed	PRJNA992549	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Re-sequencing of X. vasicola strains at Fera	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 4614	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357968	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4614	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357968	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4614	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357968	confirmed	PRJNA992549	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Re-sequencing of X. vasicola strains at Fera	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 4614	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357978	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4614	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357978	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4614	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357978	provisional	PRJNA992549	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Re-sequencing of X. vasicola strains at Fera	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 4615	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN25050887	provisional	PRJNA798238	sequence_source_project	biosample_elink; sra_sequence_project	Xanthomonas campestris Raw sequence reads	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA798238
NCPPB 4618	Xanthomonas phaseoli (ex Smith) Gabriel et al. 1989 VP	SAMN26806290	confirmed	PRJNA817702	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas phaseoli pv. phaseoli strain:ATCC 49119 Genome sequencing	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA817702
NCPPB 4629	Xanthomonas dyei Young et al. 2010	SAMN56511378	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4630	Xanthomonas dyei Young et al. 2010	SAMN56511379	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4631	Xanthomonas campestris	SAMN40354518	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4631	Xanthomonas campestris	SAMN40354518	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4631	Xanthomonas campestris	SAMN40354518	confirmed	PRJNA991952	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of miscellaneous Xanthomonas campestris from WHRI collection	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA991952
NCPPB 4632	Xanthomonas dyei pv. eucalypti Young et al. 2010	SAMN56511380	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4633	Xanthomonas dyei Young et al. 2010	SAMN56511381	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4634	Xanthomonas dyei Young et al. 2010	SAMN56511382	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 464	Xanthomonas campestris pv. olitorii (Sabet 1957) Dye 1978	SAMN19988989	confirmed	PRJNA742925	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 464	Xanthomonas campestris pv. olitorii (Sabet 1957) Dye 1978	SAMN41997686	confirmed	PRJNA1127243	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. olitorii (Sabet 1957) Dye 1978	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1127243
NCPPB 465	Xanthomonas campestris pv. olitorii (Sabet 1957) Dye 1978	SAMN41997687	confirmed	PRJNA1127243	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. olitorii (Sabet 1957) Dye 1978	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1127243
NCPPB 466	Xanthomonas citri pv. punicae (Hingorani & Singh 1959) Constantin et al. 2016 comb. nov.	SAMEA3138416	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 466	Xanthomonas citri pv. punicae (Hingorani & Singh 1959) Constantin et al. 2016 comb. nov.	SAMEA3138416	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 466	Xanthomonas citri pv. punicae (Hingorani & Singh 1959) Constantin et al. 2016 comb. nov.	SAMEA3138416	confirmed	PRJNA73081	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas citri pv. punicae str. LMG 859 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA73081
NCPPB 466	Xanthomonas citri pv. punicae (Hingorani & Singh 1959) Constantin et al. 2016 comb. nov.	SAMN09425328	confirmed	PRJNA476038	biosample_elink_only	biosample_elink	Complete genome sequencing of Xanthomonas citri pv. punicae	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA476038
NCPPB 4660	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001536	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4660	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001536	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4660	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001536	confirmed	PRJNA988133	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. campestris from WHRI collection	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA988133
NCPPB 4661	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN10440464	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4661	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN10440464	confirmed	PRJNA505826	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas campestris Genome sequencing	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA505826
NCPPB 4661	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN10440464	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4661	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36368309	confirmed	PRJNA988133	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. campestris from WHRI collection	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA988133
NCPPB 4662	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001539	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4662	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001539	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4662	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001539	confirmed	PRJNA988133	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. campestris from WHRI collection	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA988133
NCPPB 4663	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36293677	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4663	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36293677	confirmed	PRJNA485808	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris from ornamentals	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA485808
NCPPB 4663	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36293677	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4664	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001541	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4664	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001541	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4664	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001541	confirmed	PRJNA988133	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. campestris from WHRI collection	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA988133
NCPPB 4665	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001542	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4665	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001542	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4665	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36001542	confirmed	PRJNA988133	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. campestris from WHRI collection	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA988133
NCPPB 4666	Xanthomonas nasturtii Vicente et al., 2017	SAMN09828208	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4666	Xanthomonas nasturtii Vicente et al., 2017	SAMN09828208	confirmed	PRJNA485802	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas nasturtii strain:WHRI 8984 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA485802
NCPPB 4666	Xanthomonas nasturtii Vicente et al., 2017	SAMN09828208	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4666	Xanthomonas nasturtii Vicente et al., 2017	SAMN27412261	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4666	Xanthomonas nasturtii Vicente et al., 2017	SAMN27412261	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4666	Xanthomonas nasturtii Vicente et al., 2017	SAMN27412261	confirmed	PRJNA982082	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas nasturtii	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA982082
NCPPB 4668	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN10440477	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4668	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN10440477	confirmed	PRJNA505826	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas campestris Genome sequencing	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA505826
NCPPB 4668	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN10440477	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4668	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36346923	confirmed	PRJNA988133	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. campestris from WHRI collection	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA988133
NCPPB 4669	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN10440482	confirmed	PRJNA505826	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas campestris Genome sequencing	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA505826
NCPPB 4669	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36368340	confirmed	PRJNA988133	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. campestris from WHRI collection	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA988133
NCPPB 4670	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN10440467	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4670	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN10440467	confirmed	PRJNA505826	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas campestris Genome sequencing	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA505826
NCPPB 4670	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN10440467	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4670	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36368317	confirmed	PRJNA988133	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. campestris from WHRI collection	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA988133
NCPPB 4671	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN10440469	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4671	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN10440469	confirmed	PRJNA505826	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas campestris Genome sequencing	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA505826
NCPPB 4671	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN10440469	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4671	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36368308	confirmed	PRJNA988133	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. campestris from WHRI collection	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA988133
NCPPB 4675	Xanthomonas euroxanthea Martins et al. 2020	SAMEA4722874	confirmed	PRJEB27248	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	High-quality draft genome sequences of distinct Xanthomonas spp. isolated from different plant organs of a single walnut tree in Portugal showing typical symptoms of walnut bacterial blight	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB27248
NCPPB 4675	Xanthomonas euroxanthea Martins et al. 2020	SAMEA4722874	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4675	Xanthomonas euroxanthea Martins et al. 2020	SAMEA4722874	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4675	Xanthomonas euroxanthea Martins et al. 2020	SAMEA7742038	confirmed	PRJEB42194	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas euroxanthea CPBF 424 complete genome assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB42194
NCPPB 4675	Xanthomonas euroxanthea Martins et al. 2020	SAMEA7742038	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4675	Xanthomonas euroxanthea Martins et al. 2020	SAMEA7742038	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4676	Xanthomonas arboricola pv. juglandis	SAMEA4722873	confirmed	PRJEB27248	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	High-quality draft genome sequences of distinct Xanthomonas spp. isolated from different plant organs of a single walnut tree in Portugal showing typical symptoms of walnut bacterial blight	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB27248
NCPPB 4676	Xanthomonas arboricola pv. juglandis	SAMEA4722873	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4676	Xanthomonas arboricola pv. juglandis	SAMEA4722873	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4678	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN43286080	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4678	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN43286080	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4678	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN43286080	confirmed	PRJNA774128	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris strains from NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774128
NCPPB 4678	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN49888164	provisional	PRJNA1289386	biosample_elink_only	biosample_elink	Xanthomonas campestris pv. campestris Genome sequencing and assembly	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1289386
NCPPB 4678	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN56511383	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4679	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN49888165	provisional	PRJNA1289386	biosample_elink_only	biosample_elink	Xanthomonas campestris pv. campestris Genome sequencing and assembly	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1289386
