ncppb_number	ncppb_current_name	biosample_accession	evidence_status	match_decision	identity_match_status	matched_identifier	identifier_strength	taxonomy_status	resource_type	resource_accession	resource_role	assembly_level	assembly_source	assembly_total_length	assembly_contig_count	assembly_contig_n50	sra_library_strategy	sra_library_source	sra_library_layout	sra_instrument	sra_total_bases	sequence_bioproject_accessions	selected_for_phylogeny	download_tool	download_command	source_url
NCPPB 4232	Xanthomonas sp. Dowson 1939	SAMN22552842	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4232	primary	same_genus_different_species	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4232	Xanthomonas sp. Dowson 1939	SAMN22552842	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4232	primary	same_genus_different_species	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4232	Xanthomonas sp. Dowson 1939	SAMN22552842	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4232	primary	same_genus_different_species	bioproject	PRJNA774128	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774128
NCPPB 4232	Xanthomonas sp. Dowson 1939	SAMN22552842	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4232	primary	same_genus_different_species	biosample	SAMN22552842	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN22552842
NCPPB 4232	Xanthomonas sp. Dowson 1939	SAMN22552842	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4232	primary	same_genus_different_species	sra_run	SRR29823161	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	548743664	PRJNA774128	no	NCBI SRA Toolkit	prefetch SRR29823161 && fasterq-dump SRR29823161 --split-files --outdir fastq/NCPPB_4232	https://www.ncbi.nlm.nih.gov/sra/SRR29823161
NCPPB 4321	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN14837221	confirmed	accept	confirmed_exact_collection_identifier	DSM 18975	strong	compatible_synonym	assembly	GCF_013112235.1	assembled_genome_sequence	Contig	RefSeq	5034532	3	4914073						PRJNA630460	yes	NCBI Datasets CLI	datasets download genome accession GCF_013112235.1 --include genome --filename NCPPB_4321_GCF_013112235.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_013112235.1
NCPPB 4321	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN14837221	confirmed	accept	confirmed_exact_collection_identifier	DSM 18975	strong	compatible_synonym	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4321	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN14837221	confirmed	accept	confirmed_exact_collection_identifier	DSM 18975	strong	compatible_synonym	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4321	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN14837221	confirmed	accept	confirmed_exact_collection_identifier	DSM 18975	strong	compatible_synonym	bioproject	PRJNA630460	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA630460
NCPPB 4321	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN14837221	confirmed	accept	confirmed_exact_collection_identifier	DSM 18975	strong	compatible_synonym	biosample	SAMN14837221	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN14837221
NCPPB 4321	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN14837221	confirmed	accept	confirmed_exact_collection_identifier	DSM 18975	strong	compatible_synonym	sra_run	SRR11788032	raw_sequence_reads						WGS	GENOMIC	single	Sequel	2406877915	PRJNA630460	no	NCBI SRA Toolkit	prefetch SRR11788032 && fasterq-dump SRR11788032 --split-files --outdir fastq/NCPPB_4321	https://www.ncbi.nlm.nih.gov/sra/SRR11788032
NCPPB 4322	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN23026091	provisional	review	provisional_exact_other_reference_identifier	XV1220	medium	compatible_synonym	assembly	GCF_020879955.1	assembled_genome_sequence	Contig	RefSeq	4940875	61	128849						PRJNA779265	no	NCBI Datasets CLI	datasets download genome accession GCF_020879955.1 --include genome --filename NCPPB_4322_GCF_020879955.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_020879955.1
NCPPB 4322	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN23026091	provisional	review	provisional_exact_other_reference_identifier	XV1220	medium	compatible_synonym	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4322	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN23026091	provisional	review	provisional_exact_other_reference_identifier	XV1220	medium	compatible_synonym	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4322	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN23026091	provisional	review	provisional_exact_other_reference_identifier	XV1220	medium	compatible_synonym	bioproject	PRJNA779265	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA779265
NCPPB 4322	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN23026091	provisional	review	provisional_exact_other_reference_identifier	XV1220	medium	compatible_synonym	biosample	SAMN23026091	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN23026091
NCPPB 4322	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN23026091	provisional	review	provisional_exact_other_reference_identifier	XV1220	medium	compatible_synonym	sra_run	SRR16936522	raw_sequence_reads						WGS	GENOMIC	paired	NextSeq 500	398643107	PRJNA779265	no	NCBI SRA Toolkit	prefetch SRR16936522 && fasterq-dump SRR16936522 --split-files --outdir fastq/NCPPB_4322	https://www.ncbi.nlm.nih.gov/sra/SRR16936522
NCPPB 4345	Xanthomonas campestris pv. cannae Easwaramurthy et al. 1984	SAMN22555471	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4345	primary	same_name	assembly	GCA_020783755.1	assembled_genome_sequence	Contig	GenBank	5177429	225	50836						PRJNA774146	yes	NCBI Datasets CLI	datasets download genome accession GCA_020783755.1 --include genome --filename NCPPB_4345_GCA_020783755.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCA_020783755.1
NCPPB 4345	Xanthomonas campestris pv. cannae Easwaramurthy et al. 1984	SAMN22555471	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4345	primary	same_name	bioproject	PRJNA774146	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774146
NCPPB 4345	Xanthomonas campestris pv. cannae Easwaramurthy et al. 1984	SAMN22555471	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4345	primary	same_name	biosample	SAMN22555471	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN22555471
NCPPB 4345	Xanthomonas campestris pv. cannae Easwaramurthy et al. 1984	SAMN22555471	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4345	primary	same_name	sra_run	SRR22272565	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	694634730	PRJNA774146	no	NCBI SRA Toolkit	prefetch SRR22272565 && fasterq-dump SRR22272565 --split-files --outdir fastq/NCPPB_4345	https://www.ncbi.nlm.nih.gov/sra/SRR22272565
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN03862116	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4346	primary	same_genus_different_species	assembly	GCF_001276975.2	assembled_genome_sequence	Complete Genome	RefSeq	4949574	1	4949574						PRJNA522811	yes	NCBI Datasets CLI	datasets download genome accession GCF_001276975.2 --include genome --filename NCPPB_4346_GCF_001276975.2.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_001276975.2
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN03862116	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4346	primary	same_genus_different_species	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN03862116	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4346	primary	same_genus_different_species	bioproject	PRJNA257008	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA257008
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN03862116	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4346	primary	same_genus_different_species	bioproject	PRJNA522811	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA522811
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN03862116	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4346	primary	same_genus_different_species	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN03862116	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4346	primary	same_genus_different_species	biosample	SAMN03862116	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN03862116
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN03862116	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4346	primary	same_genus_different_species	sra_run	SRR2133447	raw_sequence_reads						WGS	GENOMIC	paired	Illumina MiSeq	3922758692	PRJNA257008	no	NCBI SRA Toolkit	prefetch SRR2133447 && fasterq-dump SRR2133447 --split-files --outdir fastq/NCPPB_4346	https://www.ncbi.nlm.nih.gov/sra/SRR2133447
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN10956069	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4346	primary	same_genus_different_species	bioproject	PRJNA522807	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA522807
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN10956069	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4346	primary	same_genus_different_species	bioproject	PRJNA522811	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA522811
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN10956069	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4346	primary	same_genus_different_species	biosample	SAMN10956069	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN10956069
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN10956069	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4346	primary	same_genus_different_species	sra_run	SRR8618953	raw_sequence_reads						WGS	GENOMIC	single	Sequel	1113186921	PRJNA522811	no	NCBI SRA Toolkit	prefetch SRR8618953 && fasterq-dump SRR8618953 --split-files --outdir fastq/NCPPB_4346	https://www.ncbi.nlm.nih.gov/sra/SRR8618953
NCPPB 4347	Xanthomonas campestris pv. malloti Goto 1993	SAMN42488056	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4347	primary	same_name	bioproject	PRJNA742925	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 4347	Xanthomonas campestris pv. malloti Goto 1993	SAMN42488056	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4347	primary	same_name	biosample	SAMN42488056	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN42488056
NCPPB 4347	Xanthomonas campestris pv. malloti Goto 1993	SAMN42488056	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4347	primary	same_name	sra_run	SRR29823102	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	204990352	PRJNA742925	yes	NCBI SRA Toolkit	prefetch SRR29823102 && fasterq-dump SRR29823102 --split-files --outdir fastq/NCPPB_4347	https://www.ncbi.nlm.nih.gov/sra/SRR29823102
NCPPB 4348	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	SAMN19988985	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4348	primary	compatible_synonym	assembly	GCF_019201145.1	assembled_genome_sequence	Contig	RefSeq	5091739	25	745972						PRJNA742925	yes	NCBI Datasets CLI	datasets download genome accession GCF_019201145.1 --include genome --filename NCPPB_4348_GCF_019201145.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_019201145.1
NCPPB 4348	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	SAMN19988985	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4348	primary	compatible_synonym	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4348	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	SAMN19988985	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4348	primary	compatible_synonym	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4348	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	SAMN19988985	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4348	primary	compatible_synonym	bioproject	PRJNA742925	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 4348	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	SAMN19988985	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4348	primary	compatible_synonym	biosample	SAMN19988985	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988985
NCPPB 4348	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	SAMN19988985	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4348	primary	compatible_synonym	sra_run	SRR15305428	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	609360500	PRJNA742925	no	NCBI SRA Toolkit	prefetch SRR15305428 && fasterq-dump SRR15305428 --split-files --outdir fastq/NCPPB_4348	https://www.ncbi.nlm.nih.gov/sra/SRR15305428
NCPPB 4349	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	SAMN19988986	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4349	primary	compatible_synonym	assembly	GCF_019201165.1	assembled_genome_sequence	Contig	RefSeq	5014174	87	133002						PRJNA742925	yes	NCBI Datasets CLI	datasets download genome accession GCF_019201165.1 --include genome --filename NCPPB_4349_GCF_019201165.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_019201165.1
NCPPB 4349	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	SAMN19988986	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4349	primary	compatible_synonym	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4349	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	SAMN19988986	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4349	primary	compatible_synonym	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4349	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	SAMN19988986	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4349	primary	compatible_synonym	bioproject	PRJNA742925	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 4349	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	SAMN19988986	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4349	primary	compatible_synonym	biosample	SAMN19988986	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988986
NCPPB 4349	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	SAMN19988986	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4349	primary	compatible_synonym	sra_run	SRR15305416	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	900383102	PRJNA742925	no	NCBI SRA Toolkit	prefetch SRR15305416 && fasterq-dump SRR15305416 --split-files --outdir fastq/NCPPB_4349	https://www.ncbi.nlm.nih.gov/sra/SRR15305416
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMD00253079	confirmed	accept	confirmed_exact_collection_identifier	ICMP 9513	strong	same_name	bioproject	PRJDB10667	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJDB10667
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMD00253079	confirmed	accept	confirmed_exact_collection_identifier	ICMP 9513	strong	same_name	bioproject	PRJDB9057	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJDB9057
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMD00253079	confirmed	accept	confirmed_exact_collection_identifier	ICMP 9513	strong	same_name	biosample	SAMD00253079	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMD00253079
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMN44672901	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4350	primary	same_name	assembly	GCF_046365405.1	assembled_genome_sequence	Contig	RefSeq	4971077	298	35223						PRJNA1129913	yes	NCBI Datasets CLI	datasets download genome accession GCF_046365405.1 --include genome --filename NCPPB_4350_GCF_046365405.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_046365405.1
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMN44672901	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4350	primary	same_name	bioproject	PRJNA1129913	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129913
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMN44672901	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4350	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMN44672901	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4350	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMN44672901	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4350	primary	same_name	biosample	SAMN44672901	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN44672901
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMN44672901	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4350	primary	same_name	sra_run	SRR31305555	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	2730556800	PRJNA1129913	no	NCBI SRA Toolkit	prefetch SRR31305555 && fasterq-dump SRR31305555 --split-files --outdir fastq/NCPPB_4350	https://www.ncbi.nlm.nih.gov/sra/SRR31305555
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMN56511372	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4350	primary	same_name	bioproject	PRJNA1437458	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMN56511372	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4350	primary	same_name	biosample	SAMN56511372	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN56511372
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMN56511372	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4350	primary	same_name	sra_run	SRR37629087	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq X	2277788011	PRJNA1437458	no	NCBI SRA Toolkit	prefetch SRR37629087 && fasterq-dump SRR37629087 --split-files --outdir fastq/NCPPB_4350	https://www.ncbi.nlm.nih.gov/sra/SRR37629087
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMN56511372	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4350	primary	same_name	sra_run	SRR37789904	raw_sequence_reads						WGS	GENOMIC	single	PromethION	2811912294	PRJNA1437458	no	NCBI SRA Toolkit	prefetch SRR37789904 && fasterq-dump SRR37789904 --split-files --outdir fastq/NCPPB_4350	https://www.ncbi.nlm.nih.gov/sra/SRR37789904
NCPPB 4351	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	SAMN19988987	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4351	primary	compatible_synonym	assembly	GCF_019201265.1	assembled_genome_sequence	Contig	RefSeq	5007865	38	232093						PRJNA742925	yes	NCBI Datasets CLI	datasets download genome accession GCF_019201265.1 --include genome --filename NCPPB_4351_GCF_019201265.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_019201265.1
NCPPB 4351	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	SAMN19988987	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4351	primary	compatible_synonym	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4351	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	SAMN19988987	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4351	primary	compatible_synonym	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4351	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	SAMN19988987	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4351	primary	compatible_synonym	bioproject	PRJNA742925	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 4351	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	SAMN19988987	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4351	primary	compatible_synonym	biosample	SAMN19988987	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988987
NCPPB 4351	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	SAMN19988987	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4351	primary	compatible_synonym	sra_run	SRR15305410	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	561242840	PRJNA742925	no	NCBI SRA Toolkit	prefetch SRR15305410 && fasterq-dump SRR15305410 --split-files --outdir fastq/NCPPB_4351	https://www.ncbi.nlm.nih.gov/sra/SRR15305410
NCPPB 4352	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	SAMN19988988	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4352	primary	compatible_synonym	assembly	GCF_019201205.1	assembled_genome_sequence	Contig	RefSeq	4926474	31	267819						PRJNA742925	yes	NCBI Datasets CLI	datasets download genome accession GCF_019201205.1 --include genome --filename NCPPB_4352_GCF_019201205.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_019201205.1
NCPPB 4352	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	SAMN19988988	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4352	primary	compatible_synonym	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4352	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	SAMN19988988	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4352	primary	compatible_synonym	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4352	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	SAMN19988988	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4352	primary	compatible_synonym	bioproject	PRJNA742925	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 4352	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	SAMN19988988	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4352	primary	compatible_synonym	biosample	SAMN19988988	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988988
NCPPB 4352	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	SAMN19988988	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 4352	primary	compatible_synonym	sra_run	SRR15305413	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	547785418	PRJNA742925	no	NCBI SRA Toolkit	prefetch SRR15305413 && fasterq-dump SRR15305413 --split-files --outdir fastq/NCPPB_4352	https://www.ncbi.nlm.nih.gov/sra/SRR15305413
