ncppb_number	other_references	matched_text	normalized_identifier	prefix	suffix	rule_name	confidence	include_for_search	biosample_query	context
NCPPB 4058	The donor reference is 985855 This isolate was isolated by H. Stanford	is 985855	IS 985855	IS	985855	stopword_prefix	reject	no		The donor reference is 985855 This isolate was isolated by H. Stanford
NCPPB 4181	The donor reference is 463	is 463	IS 463	IS	463	stopword_prefix	reject	no		The donor reference is 463
NCPPB 4183	The donor reference is PD2806 This isolate is also in the collections; 17065 This isolate was isolated by JD Janse	PD2806	PD 2806	PD	2806	known_collection_prefix	high	yes	PD[All Fields] AND 2806[All Fields]	The donor reference is PD2806 This isolate is also in the collections; 17065 This isolate was isolated by JD
NCPPB 4210	This isolate was isolated by Helena Stanford					no_identifier_found	none	no		
NCPPB 4231	The donor reference is 2011627 This isolate was isolated by H. Stanford	is 2011627	IS 2011627	IS	2011627	stopword_prefix	reject	no		The donor reference is 2011627 This isolate was isolated by H. Stanford
NCPPB 4232	The donor reference is 2011626 This isolate was isolated by H. Stanford	is 2011626	IS 2011626	IS	2011626	stopword_prefix	reject	no		The donor reference is 2011626 This isolate was isolated by H. Stanford
NCPPB 4321	The donor reference is XV938 This isolate is also in the collections; DSM 18975	DSM 18975	DSM 18975	DSM	18975	known_collection_prefix	high	yes	DSM[All Fields] AND 18975[All Fields]	The donor reference is XV938 This isolate is also in the collections; DSM 18975
NCPPB 4321	The donor reference is XV938 This isolate is also in the collections; DSM 18975	XV938	XV 938	XV	938	contextual_reference_code	medium	yes	XV[All Fields] AND 938[All Fields]	The donor reference is XV938 This isolate is also in the collections; DSM 18975
NCPPB 4322	The donor reference is XV1220	XV1220	XV 1220	XV	1220	contextual_reference_code	medium	yes	XV[All Fields] AND 1220[All Fields]	The donor reference is XV1220
NCPPB 4323	The donor reference is XV444	XV444	XV 444	XV	444	contextual_reference_code	medium	yes	XV[All Fields] AND 444[All Fields]	The donor reference is XV444
NCPPB 4324	The donor reference is XV448	XV448	XV 448	XV	448	contextual_reference_code	medium	yes	XV[All Fields] AND 448[All Fields]	The donor reference is XV448
NCPPB 4326	The donor reference is Xcz A5	A5	A 5	A	5	source_context_single_letter_code	low	yes	A[All Fields] AND 5[All Fields]	The donor reference is Xcz A5
NCPPB 4340	The donor reference is UN-20506424 This isolate was isolated by Helena Stanford The source of this isolate was Diagnosis lab. Ex Zinnia material	UN-20506424	UN 20506424	UN	20506424	contextual_reference_code	medium	yes	UN[All Fields] AND 20506424[All Fields]	The donor reference is UN-20506424 This isolate was isolated by Helena Stanford The source of this isolate was Dia
NCPPB 4341	The donor reference is VdM4 This isolate is also in the collections; LMG 471 This isolate was isolated by M.Beramis The source of this isolate was LMG	LMG 471	LMG 471	LMG	471	known_collection_prefix	high	yes	LMG[All Fields] AND 471[All Fields]	The donor reference is VdM4 This isolate is also in the collections; LMG 471 This isolate was isolated by M.Beramis The source of this isolate was LMG
NCPPB 4341	The donor reference is VdM4 This isolate is also in the collections; LMG 471 This isolate was isolated by M.Beramis The source of this isolate was LMG	VdM4	VDM 4	VDM	4	contextual_reference_code	medium	yes	VDM[All Fields] AND 4[All Fields]	The donor reference is VdM4 This isolate is also in the collections; LMG 471 This isolate was isolated by M
NCPPB 4342	The donor reference is Dsk 129 This isolate is also in the collections; ICMP 8923, LMG 12141 This isolate was isolated by M. de Kam The source of this isolate was ICMP	ICMP 8923	ICMP 8923	ICMP	8923	known_collection_prefix	high	yes	ICMP[All Fields] AND 8923[All Fields]	The donor reference is Dsk 129 This isolate is also in the collections; ICMP 8923, LMG 12141 This isolate was isolated by M. de Kam The source of this isolate wa
NCPPB 4342	The donor reference is Dsk 129 This isolate is also in the collections; ICMP 8923, LMG 12141 This isolate was isolated by M. de Kam The source of this isolate was ICMP	LMG 12141	LMG 12141	LMG	12141	known_collection_prefix	high	yes	LMG[All Fields] AND 12141[All Fields]	donor reference is Dsk 129 This isolate is also in the collections; ICMP 8923, LMG 12141 This isolate was isolated by M. de Kam The source of this isolate was ICMP
NCPPB 4342	The donor reference is Dsk 129 This isolate is also in the collections; ICMP 8923, LMG 12141 This isolate was isolated by M. de Kam The source of this isolate was ICMP	Dsk 129	DSK 129	DSK	129	contextual_reference_code	medium	yes	DSK[All Fields] AND 129[All Fields]	The donor reference is Dsk 129 This isolate is also in the collections; ICMP 8923, LMG 12141 This isolate was
NCPPB 4343	The donor reference is 1601-1 This isolate is also in the collections; ICMP 12545, CFBP 1976,Samson 1601.1, LMG 947 This isolate was isolated by R.Sampson The source of this isolate was ICMP	ICMP 12545	ICMP 12545	ICMP	12545	known_collection_prefix	high	yes	ICMP[All Fields] AND 12545[All Fields]	The donor reference is 1601-1 This isolate is also in the collections; ICMP 12545, CFBP 1976,Samson 1601.1, LMG 947 This isolate was isolated by R.Sampson The so
NCPPB 4343	The donor reference is 1601-1 This isolate is also in the collections; ICMP 12545, CFBP 1976,Samson 1601.1, LMG 947 This isolate was isolated by R.Sampson The source of this isolate was ICMP	CFBP 1976	CFBP 1976	CFBP	1976	known_collection_prefix	high	yes	CFBP[All Fields] AND 1976[All Fields]	donor reference is 1601-1 This isolate is also in the collections; ICMP 12545, CFBP 1976,Samson 1601.1, LMG 947 This isolate was isolated by R.Sampson The source of thi
NCPPB 4343	The donor reference is 1601-1 This isolate is also in the collections; ICMP 12545, CFBP 1976,Samson 1601.1, LMG 947 This isolate was isolated by R.Sampson The source of this isolate was ICMP	LMG 947	LMG 947	LMG	947	known_collection_prefix	high	yes	LMG[All Fields] AND 947[All Fields]	1 This isolate is also in the collections; ICMP 12545, CFBP 1976,Samson 1601.1, LMG 947 This isolate was isolated by R.Sampson The source of this isolate was ICMP
NCPPB 4343	The donor reference is 1601-1 This isolate is also in the collections; ICMP 12545, CFBP 1976,Samson 1601.1, LMG 947 This isolate was isolated by R.Sampson The source of this isolate was ICMP	is 1601-1	IS 1601-1	IS	1601-1	stopword_prefix	reject	no		The donor reference is 1601-1 This isolate is also in the collections; ICMP 12545, CFBP 1976,Samson 1601.1, L
NCPPB 4343	The donor reference is 1601-1 This isolate is also in the collections; ICMP 12545, CFBP 1976,Samson 1601.1, LMG 947 This isolate was isolated by R.Sampson The source of this isolate was ICMP	Samson 1601.1	SAMSON 1601.1	SAMSON	1601.1	contextual_reference_code	medium	yes	SAMSON[All Fields] AND 1601[All Fields] AND 1[All Fields]	erence is 1601-1 This isolate is also in the collections; ICMP 12545, CFBP 1976,Samson 1601.1, LMG 947 This isolate was isolated by R.Sampson The source of this isolate was
NCPPB 4344	The donor reference is 03-29991 This isolate is also in the collections; ICMP 9991 This isolate was isolated by K.Luo The source of this isolate was ICMP	ICMP 9991	ICMP 9991	ICMP	9991	known_collection_prefix	high	yes	ICMP[All Fields] AND 9991[All Fields]	The donor reference is 03-29991 This isolate is also in the collections; ICMP 9991 This isolate was isolated by K.Luo The source of this isolate was ICMP
NCPPB 4344	The donor reference is 03-29991 This isolate is also in the collections; ICMP 9991 This isolate was isolated by K.Luo The source of this isolate was ICMP	is 03-29991	IS 03-29991	IS	03-29991	stopword_prefix	reject	no		The donor reference is 03-29991 This isolate is also in the collections; ICMP 9991 This isolate was isolated by
NCPPB 4345	The donor reference is 1 This isolate is also in the collections; ICMP 8306. LMG 9043 This isolate was isolated by R. Easwaramurthy The source of this isolate was ICMP	ICMP 8306.	ICMP 8306	ICMP	8306	known_collection_prefix	high	yes	ICMP[All Fields] AND 8306[All Fields]	The donor reference is 1 This isolate is also in the collections; ICMP 8306. LMG 9043 This isolate was isolated by R. Easwaramurthy The source of this isola
NCPPB 4345	The donor reference is 1 This isolate is also in the collections; ICMP 8306. LMG 9043 This isolate was isolated by R. Easwaramurthy The source of this isolate was ICMP	LMG 9043	LMG 9043	LMG	9043	known_collection_prefix	high	yes	LMG[All Fields] AND 9043[All Fields]	The donor reference is 1 This isolate is also in the collections; ICMP 8306. LMG 9043 This isolate was isolated by R. Easwaramurthy The source of this isolate was IC
NCPPB 4345	The donor reference is 1 This isolate is also in the collections; ICMP 8306. LMG 9043 This isolate was isolated by R. Easwaramurthy The source of this isolate was ICMP	is 1	IS 1	IS	1	stopword_prefix	reject	no		The donor reference is 1 This isolate is also in the collections; ICMP 8306. LMG 9043 This isolate was i
NCPPB 4346	The donor reference is G2 This isolate is also in the collections; ICMP 8788 This isolate was isolated by Z. Fang The source of this isolate was ICMP	ICMP 8788	ICMP 8788	ICMP	8788	known_collection_prefix	high	yes	ICMP[All Fields] AND 8788[All Fields]	The donor reference is G2 This isolate is also in the collections; ICMP 8788 This isolate was isolated by Z. Fang The source of this isolate was ICMP
NCPPB 4346	The donor reference is G2 This isolate is also in the collections; ICMP 8788 This isolate was isolated by Z. Fang The source of this isolate was ICMP	G2	G 2	G	2	source_context_single_letter_code	low	yes	G[All Fields] AND 2[All Fields]	The donor reference is G2 This isolate is also in the collections; ICMP 8788 This isolate was isolated by
NCPPB 4347	The donor reference is Ma 2 This isolate is also in the collections; ICMP 11536, ATCC 51262 This isolate was isolated by M. Goto The source of this isolate was ICMP	ICMP 11536	ICMP 11536	ICMP	11536	known_collection_prefix	high	yes	ICMP[All Fields] AND 11536[All Fields]	The donor reference is Ma 2 This isolate is also in the collections; ICMP 11536, ATCC 51262 This isolate was isolated by M. Goto The source of this isolate was
NCPPB 4347	The donor reference is Ma 2 This isolate is also in the collections; ICMP 11536, ATCC 51262 This isolate was isolated by M. Goto The source of this isolate was ICMP	ATCC 51262	ATCC 51262	ATCC	51262	known_collection_prefix	high	yes	ATCC[All Fields] AND 51262[All Fields]	he donor reference is Ma 2 This isolate is also in the collections; ICMP 11536, ATCC 51262 This isolate was isolated by M. Goto The source of this isolate was ICMP
NCPPB 4347	The donor reference is Ma 2 This isolate is also in the collections; ICMP 11536, ATCC 51262 This isolate was isolated by M. Goto The source of this isolate was ICMP	Ma 2	MA 2	MA	2	contextual_reference_code	medium	yes	MA[All Fields] AND 2[All Fields]	The donor reference is Ma 2 This isolate is also in the collections; ICMP 11536, ATCC 51262 This isolate wa
NCPPB 4348	This isolate is also in the collections; ICMP 8949, ITCC This isolate was isolated by Durgapal. J.C. The source of this isolate was ICMP	ICMP 8949	ICMP 8949	ICMP	8949	known_collection_prefix	high	yes	ICMP[All Fields] AND 8949[All Fields]	This isolate is also in the collections; ICMP 8949, ITCC This isolate was isolated by Durgapal. J.C. The source of this isolate wa
NCPPB 4349	The donor reference is B6 This isolate is also in the collections; ICMP 9627, ATCC 49152 This isolate was isolated by L.E.Claflin The source of this isolate was ICMP	ICMP 9627	ICMP 9627	ICMP	9627	known_collection_prefix	high	yes	ICMP[All Fields] AND 9627[All Fields]	The donor reference is B6 This isolate is also in the collections; ICMP 9627, ATCC 49152 This isolate was isolated by L.E.Claflin The source of this isolate
NCPPB 4349	The donor reference is B6 This isolate is also in the collections; ICMP 9627, ATCC 49152 This isolate was isolated by L.E.Claflin The source of this isolate was ICMP	ATCC 49152	ATCC 49152	ATCC	49152	known_collection_prefix	high	yes	ATCC[All Fields] AND 49152[All Fields]	The donor reference is B6 This isolate is also in the collections; ICMP 9627, ATCC 49152 This isolate was isolated by L.E.Claflin The source of this isolate was ICMP
NCPPB 4349	The donor reference is B6 This isolate is also in the collections; ICMP 9627, ATCC 49152 This isolate was isolated by L.E.Claflin The source of this isolate was ICMP	B6	B 6	B	6	source_context_single_letter_code	low	yes	B[All Fields] AND 6[All Fields]	The donor reference is B6 This isolate is also in the collections; ICMP 9627, ATCC 49152 This isolate was
NCPPB 4350	The donor reference is X259 (87-56A) This isolate is also in the collections; LMG 8678, ICMP 9513, ATCC 700187 This isolate was isolated by A.R. Chase The source of this isolate was ICMP	LMG 8678	LMG 8678	LMG	8678	known_collection_prefix	high	yes	LMG[All Fields] AND 8678[All Fields]	The donor reference is X259 (87-56A) This isolate is also in the collections; LMG 8678, ICMP 9513, ATCC 700187 This isolate was isolated by A.R. Chase The source of t
NCPPB 4350	The donor reference is X259 (87-56A) This isolate is also in the collections; LMG 8678, ICMP 9513, ATCC 700187 This isolate was isolated by A.R. Chase The source of this isolate was ICMP	ICMP 9513	ICMP 9513	ICMP	9513	known_collection_prefix	high	yes	ICMP[All Fields] AND 9513[All Fields]	r reference is X259 (87-56A) This isolate is also in the collections; LMG 8678, ICMP 9513, ATCC 700187 This isolate was isolated by A.R. Chase The source of this isolate
NCPPB 4350	The donor reference is X259 (87-56A) This isolate is also in the collections; LMG 8678, ICMP 9513, ATCC 700187 This isolate was isolated by A.R. Chase The source of this isolate was ICMP	ATCC 700187	ATCC 700187	ATCC	700187	known_collection_prefix	high	yes	ATCC[All Fields] AND 700187[All Fields]	is X259 (87-56A) This isolate is also in the collections; LMG 8678, ICMP 9513, ATCC 700187 This isolate was isolated by A.R. Chase The source of this isolate was ICMP
NCPPB 4350	The donor reference is X259 (87-56A) This isolate is also in the collections; LMG 8678, ICMP 9513, ATCC 700187 This isolate was isolated by A.R. Chase The source of this isolate was ICMP	X259	X 259	X	259	source_context_single_letter_code	low	yes	X[All Fields] AND 259[All Fields]	The donor reference is X259 (87-56A) This isolate is also in the collections; LMG 8678, ICMP 9513, ATCC 700
NCPPB 4351	The donor reference is FC1 This isolate is also in the collections; ICMP 9261, IBSF 575 This isolate was isolated by J.R.Neto The source of this isolate was ICMP	ICMP 9261	ICMP 9261	ICMP	9261	known_collection_prefix	high	yes	ICMP[All Fields] AND 9261[All Fields]	The donor reference is FC1 This isolate is also in the collections; ICMP 9261, IBSF 575 This isolate was isolated by J.R.Neto The source of this isolate was
NCPPB 4351	The donor reference is FC1 This isolate is also in the collections; ICMP 9261, IBSF 575 This isolate was isolated by J.R.Neto The source of this isolate was ICMP	FC1	FC 1	FC	1	contextual_reference_code	medium	yes	FC[All Fields] AND 1[All Fields]	The donor reference is FC1 This isolate is also in the collections; ICMP 9261, IBSF 575 This isolate was i
NCPPB 4351	The donor reference is FC1 This isolate is also in the collections; ICMP 9261, IBSF 575 This isolate was isolated by J.R.Neto The source of this isolate was ICMP	IBSF 575	IBSF 575	IBSF	575	contextual_reference_code	medium	yes	IBSF[All Fields] AND 575[All Fields]	The donor reference is FC1 This isolate is also in the collections; ICMP 9261, IBSF 575 This isolate was isolated by J.R.Neto The source of this isolate was ICMP
NCPPB 4352	The donor reference is Zo2 This isolate is also in the collections; ICMP 8787, LMG 9060 This isolate was isolated by X.Z.Ren The source of this isolate was ICMP	ICMP 8787	ICMP 8787	ICMP	8787	known_collection_prefix	high	yes	ICMP[All Fields] AND 8787[All Fields]	The donor reference is Zo2 This isolate is also in the collections; ICMP 8787, LMG 9060 This isolate was isolated by X.Z.Ren The source of this isolate was I
NCPPB 4352	The donor reference is Zo2 This isolate is also in the collections; ICMP 8787, LMG 9060 This isolate was isolated by X.Z.Ren The source of this isolate was ICMP	LMG 9060	LMG 9060	LMG	9060	known_collection_prefix	high	yes	LMG[All Fields] AND 9060[All Fields]	The donor reference is Zo2 This isolate is also in the collections; ICMP 8787, LMG 9060 This isolate was isolated by X.Z.Ren The source of this isolate was ICMP
NCPPB 4352	The donor reference is Zo2 This isolate is also in the collections; ICMP 8787, LMG 9060 This isolate was isolated by X.Z.Ren The source of this isolate was ICMP	Zo2	ZO 2	ZO	2	contextual_reference_code	medium	yes	ZO[All Fields] AND 2[All Fields]	The donor reference is Zo2 This isolate is also in the collections; ICMP 8787, LMG 9060 This isolate was i
NCPPB 4353	The donor reference is TC1 This isolate is also in the collections; ICMP 6774, LMG 8684, NZRCC 10488 This isolate was isolated by K.Uehara The source of this isolate was ICMP	ICMP 6774	ICMP 6774	ICMP	6774	known_collection_prefix	high	yes	ICMP[All Fields] AND 6774[All Fields]	The donor reference is TC1 This isolate is also in the collections; ICMP 6774, LMG 8684, NZRCC 10488 This isolate was isolated by K.Uehara The source of this
NCPPB 4353	The donor reference is TC1 This isolate is also in the collections; ICMP 6774, LMG 8684, NZRCC 10488 This isolate was isolated by K.Uehara The source of this isolate was ICMP	LMG 8684	LMG 8684	LMG	8684	known_collection_prefix	high	yes	LMG[All Fields] AND 8684[All Fields]	The donor reference is TC1 This isolate is also in the collections; ICMP 6774, LMG 8684, NZRCC 10488 This isolate was isolated by K.Uehara The source of this isolate w
NCPPB 4353	The donor reference is TC1 This isolate is also in the collections; ICMP 6774, LMG 8684, NZRCC 10488 This isolate was isolated by K.Uehara The source of this isolate was ICMP	TC1	TC 1	TC	1	contextual_reference_code	medium	yes	TC[All Fields] AND 1[All Fields]	The donor reference is TC1 This isolate is also in the collections; ICMP 6774, LMG 8684, NZRCC 10488 This
NCPPB 4353	The donor reference is TC1 This isolate is also in the collections; ICMP 6774, LMG 8684, NZRCC 10488 This isolate was isolated by K.Uehara The source of this isolate was ICMP	NZRCC 10488	NZRCC 10488	NZRCC	10488	contextual_reference_code	medium	yes	NZRCC[All Fields] AND 10488[All Fields]	reference is TC1 This isolate is also in the collections; ICMP 6774, LMG 8684, NZRCC 10488 This isolate was isolated by K.Uehara The source of this isolate was ICMP
NCPPB 4355	The donor reference is CFBP 6369 This isolate is also in the collections; CFBP 6369 The source of this isolate was CFBP	CFBP 6369	CFBP 6369	CFBP	6369	known_collection_prefix	high	yes	CFBP[All Fields] AND 6369[All Fields]	The donor reference is CFBP 6369 This isolate is also in the collections; CFBP 6369 The source of this isolate was CFBP
NCPPB 4356	The donor reference is CFBP 4188 This isolate is also in the collections; CFBP 4188, ICMP 16775 The source of this isolate was CFBP	CFBP 4188	CFBP 4188	CFBP	4188	known_collection_prefix	high	yes	CFBP[All Fields] AND 4188[All Fields]	The donor reference is CFBP 4188 This isolate is also in the collections; CFBP 4188, ICMP 16775 The source of this isolate was CFBP
NCPPB 4356	The donor reference is CFBP 4188 This isolate is also in the collections; CFBP 4188, ICMP 16775 The source of this isolate was CFBP	ICMP 16775	ICMP 16775	ICMP	16775	known_collection_prefix	high	yes	ICMP[All Fields] AND 16775[All Fields]	onor reference is CFBP 4188 This isolate is also in the collections; CFBP 4188, ICMP 16775 The source of this isolate was CFBP
NCPPB 4363	The donor reference is ICMP 2415 This isolate is also in the collections; ICMP 2415, CFBP 7260 This isolate was isolated by J.YOUNG	ICMP 2415	ICMP 2415	ICMP	2415	known_collection_prefix	high	yes	ICMP[All Fields] AND 2415[All Fields]	The donor reference is ICMP 2415 This isolate is also in the collections; ICMP 2415, CFBP 7260 This isolate was isolated by J.YOUNG
NCPPB 4363	The donor reference is ICMP 2415 This isolate is also in the collections; ICMP 2415, CFBP 7260 This isolate was isolated by J.YOUNG	CFBP 7260	CFBP 7260	CFBP	7260	known_collection_prefix	high	yes	CFBP[All Fields] AND 7260[All Fields]	onor reference is ICMP 2415 This isolate is also in the collections; ICMP 2415, CFBP 7260 This isolate was isolated by J.YOUNG
NCPPB 4364	The donor reference is ICMP 6465 This isolate is also in the collections; ICMP 6465, CFBP 7262 This isolate was isolated by J.YOUNG	ICMP 6465	ICMP 6465	ICMP	6465	known_collection_prefix	high	yes	ICMP[All Fields] AND 6465[All Fields]	The donor reference is ICMP 6465 This isolate is also in the collections; ICMP 6465, CFBP 7262 This isolate was isolated by J.YOUNG
NCPPB 4364	The donor reference is ICMP 6465 This isolate is also in the collections; ICMP 6465, CFBP 7262 This isolate was isolated by J.YOUNG	CFBP 7262	CFBP 7262	CFBP	7262	known_collection_prefix	high	yes	CFBP[All Fields] AND 7262[All Fields]	onor reference is ICMP 6465 This isolate is also in the collections; ICMP 6465, CFBP 7262 This isolate was isolated by J.YOUNG
NCPPB 4367	The donor reference is ICMP 16473 This isolate is also in the collections; ICMP 16473 This isolate was isolated by J.YOUNG	ICMP 16473	ICMP 16473	ICMP	16473	known_collection_prefix	high	yes	ICMP[All Fields] AND 16473[All Fields]	The donor reference is ICMP 16473 This isolate is also in the collections; ICMP 16473 This isolate was isolated by J.YOUNG
NCPPB 4372	The donor reference is 618 This isolate is also in the collections; IBSBF 618 This isolate was isolated by J.Neto The source of this isolate was IBSBF	is 618	IS 618	IS	618	stopword_prefix	reject	no		The donor reference is 618 This isolate is also in the collections; IBSBF 618 This isolate was isolated by
NCPPB 4372	The donor reference is 618 This isolate is also in the collections; IBSBF 618 This isolate was isolated by J.Neto The source of this isolate was IBSBF	IBSBF 618	IBSBF 618	IBSBF	618	contextual_reference_code	medium	yes	IBSBF[All Fields] AND 618[All Fields]	The donor reference is 618 This isolate is also in the collections; IBSBF 618 This isolate was isolated by J.Neto The source of this isolate was IBSBF
NCPPB 4373	The donor reference is 1472 This isolate is also in the collections; IBSBF 1472 This isolate was isolated by V.A.Malavolta The source of this isolate was IBSBF	is 1472	IS 1472	IS	1472	stopword_prefix	reject	no		The donor reference is 1472 This isolate is also in the collections; IBSBF 1472 This isolate was isolated b
NCPPB 4373	The donor reference is 1472 This isolate is also in the collections; IBSBF 1472 This isolate was isolated by V.A.Malavolta The source of this isolate was IBSBF	IBSBF 1472	IBSBF 1472	IBSBF	1472	contextual_reference_code	medium	yes	IBSBF[All Fields] AND 1472[All Fields]	The donor reference is 1472 This isolate is also in the collections; IBSBF 1472 This isolate was isolated by V.A.Malavolta The source of this isolate was IBSBF
NCPPB 4374	The donor reference is 1497 This isolate is also in the collections; IBSBF 1497 This isolate was isolated by J.Neto The source of this isolate was IBSBF	is 1497	IS 1497	IS	1497	stopword_prefix	reject	no		The donor reference is 1497 This isolate is also in the collections; IBSBF 1497 This isolate was isolated b
NCPPB 4374	The donor reference is 1497 This isolate is also in the collections; IBSBF 1497 This isolate was isolated by J.Neto The source of this isolate was IBSBF	IBSBF 1497	IBSBF 1497	IBSBF	1497	contextual_reference_code	medium	yes	IBSBF[All Fields] AND 1497[All Fields]	The donor reference is 1497 This isolate is also in the collections; IBSBF 1497 This isolate was isolated by J.Neto The source of this isolate was IBSBF
NCPPB 4375	The donor reference is 1594 This isolate is also in the collections; IBSBF 1594, FDC 012 This isolate was isolated by R.P.Leite Jr. The source of this isolate was IBSBF	is 1594	IS 1594	IS	1594	stopword_prefix	reject	no		The donor reference is 1594 This isolate is also in the collections; IBSBF 1594, FDC 012 This isolate was i
NCPPB 4375	The donor reference is 1594 This isolate is also in the collections; IBSBF 1594, FDC 012 This isolate was isolated by R.P.Leite Jr. The source of this isolate was IBSBF	IBSBF 1594	IBSBF 1594	IBSBF	1594	contextual_reference_code	medium	yes	IBSBF[All Fields] AND 1594[All Fields]	The donor reference is 1594 This isolate is also in the collections; IBSBF 1594, FDC 012 This isolate was isolated by R.P.Leite Jr. The source of this isolate
NCPPB 4375	The donor reference is 1594 This isolate is also in the collections; IBSBF 1594, FDC 012 This isolate was isolated by R.P.Leite Jr. The source of this isolate was IBSBF	FDC 012	FDC 012	FDC	012	contextual_reference_code	medium	yes	FDC[All Fields] AND 012[All Fields]	he donor reference is 1594 This isolate is also in the collections; IBSBF 1594, FDC 012 This isolate was isolated by R.P.Leite Jr. The source of this isolate was IBSBF
NCPPB 4376	The donor reference is 1925 This isolate is also in the collections; IBSBF 1925, LMG 9325 This isolate was isolated by D.W.Gabriel The source of this isolate was IBSBF	LMG 9325	LMG 9325	LMG	9325	known_collection_prefix	high	yes	LMG[All Fields] AND 9325[All Fields]	he donor reference is 1925 This isolate is also in the collections; IBSBF 1925, LMG 9325 This isolate was isolated by D.W.Gabriel The source of this isolate was IBSBF
NCPPB 4376	The donor reference is 1925 This isolate is also in the collections; IBSBF 1925, LMG 9325 This isolate was isolated by D.W.Gabriel The source of this isolate was IBSBF	is 1925	IS 1925	IS	1925	stopword_prefix	reject	no		The donor reference is 1925 This isolate is also in the collections; IBSBF 1925, LMG 9325 This isolate was
NCPPB 4376	The donor reference is 1925 This isolate is also in the collections; IBSBF 1925, LMG 9325 This isolate was isolated by D.W.Gabriel The source of this isolate was IBSBF	IBSBF 1925	IBSBF 1925	IBSBF	1925	contextual_reference_code	medium	yes	IBSBF[All Fields] AND 1925[All Fields]	The donor reference is 1925 This isolate is also in the collections; IBSBF 1925, LMG 9325 This isolate was isolated by D.W.Gabriel The source of this isolate w
NCPPB 4377	The donor reference is 1583 This isolate is also in the collections; IBSBF 1583, Xc 90-78-4-3 This isolate was isolated by B.I.Canteros The source of this isolate was IBSBF	is 1583	IS 1583	IS	1583	stopword_prefix	reject	no		The donor reference is 1583 This isolate is also in the collections; IBSBF 1583, Xc 90-78-4-3 This isolate
NCPPB 4377	The donor reference is 1583 This isolate is also in the collections; IBSBF 1583, Xc 90-78-4-3 This isolate was isolated by B.I.Canteros The source of this isolate was IBSBF	IBSBF 1583	IBSBF 1583	IBSBF	1583	contextual_reference_code	medium	yes	IBSBF[All Fields] AND 1583[All Fields]	The donor reference is 1583 This isolate is also in the collections; IBSBF 1583, Xc 90-78-4-3 This isolate was isolated by B.I.Canteros The source of this isol
NCPPB 4377	The donor reference is 1583 This isolate is also in the collections; IBSBF 1583, Xc 90-78-4-3 This isolate was isolated by B.I.Canteros The source of this isolate was IBSBF	Xc 90-78-4-3	XC 90-78-4-3	XC	90-78-4-3	contextual_reference_code	medium	yes	XC[All Fields] AND 90[All Fields] AND 78[All Fields] AND 4[All Fields] AND 3[All Fields]	he donor reference is 1583 This isolate is also in the collections; IBSBF 1583, Xc 90-78-4-3 This isolate was isolated by B.I.Canteros The source of this isolate was IBSBF
NCPPB 4378	The donor reference is 034/LRA/05 This isolate is also in the collections; CFBP 7166 The source of this isolate was Valentine Aritua	CFBP 7166	CFBP 7166	CFBP	7166	known_collection_prefix	high	yes	CFBP[All Fields] AND 7166[All Fields]	The donor reference is 034/LRA/05 This isolate is also in the collections; CFBP 7166 The source of this isolate was Valentine Aritua
NCPPB 4378	The donor reference is 034/LRA/05 This isolate is also in the collections; CFBP 7166 The source of this isolate was Valentine Aritua	is 034/LRA/05	IS 034/LRA/05	IS	034/LRA/05	stopword_prefix	reject	no		The donor reference is 034/LRA/05 This isolate is also in the collections; CFBP 7166 The source of this isolate w
NCPPB 4378	The donor reference is 034/LRA/05 This isolate is also in the collections; CFBP 7166 The source of this isolate was Valentine Aritua	034/LRA/05	LRA 05	LRA	05	contextual_reference_code	medium	yes	LRA[All Fields] AND 05[All Fields]	The donor reference is 034/LRA/05 This isolate is also in the collections; CFBP 7166 The source of this isolate w
NCPPB 4379	The donor reference is KY44 The source of this isolate was Valentine Aritua	KY44	KY 44	KY	44	contextual_reference_code	medium	yes	KY[All Fields] AND 44[All Fields]	The donor reference is KY44 The source of this isolate was Valentine Aritua
NCPPB 4380	The donor reference is 038/KBA/05 The source of this isolate was Valentine Aritua	is 038/KBA/05	IS 038/KBA/05	IS	038/KBA/05	stopword_prefix	reject	no		The donor reference is 038/KBA/05 The source of this isolate was Valentine Aritua
NCPPB 4380	The donor reference is 038/KBA/05 The source of this isolate was Valentine Aritua	038/KBA/05	KBA 05	KBA	05	contextual_reference_code	medium	yes	KBA[All Fields] AND 05[All Fields]	The donor reference is 038/KBA/05 The source of this isolate was Valentine Aritua
NCPPB 4381	The donor reference is 014/LUW/05 The source of this isolate was Valentine Aritua	is 014/LUW/05	IS 014/LUW/05	IS	014/LUW/05	stopword_prefix	reject	no		The donor reference is 014/LUW/05 The source of this isolate was Valentine Aritua
NCPPB 4381	The donor reference is 014/LUW/05 The source of this isolate was Valentine Aritua	014/LUW/05	LUW 05	LUW	05	contextual_reference_code	medium	yes	LUW[All Fields] AND 05[All Fields]	The donor reference is 014/LUW/05 The source of this isolate was Valentine Aritua
NCPPB 4383	The donor reference is 071/WSK/05 The source of this isolate was Valentine Aritua	is 071/WSK/05	IS 071/WSK/05	IS	071/WSK/05	stopword_prefix	reject	no		The donor reference is 071/WSK/05 The source of this isolate was Valentine Aritua
